Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
Russia,2008,Wind,37568.26,28973.73,8025174116.90,1262963152,123108627645236.36,705812.90,33665.30,33498.88,5581.41,269513,0,26920921.70,0,1.67,814.83,285.88,10.32,36.85,17.61,44.02,633.47,0.70,0.12,597865354.11,897625655.36,3.11,1,90.95,62.24,1,335,5.06,0,1,52.33,56.24,64.49,1,0.15,8.07,0.73,7.40,3.05,46.92,97.85,61.46,289,83,5496,208547,99.07,0,0
Russia,2019,Solar,19297.98,3291.95,2560296812.80,181648226,148741054194161.28,861770.93,63767.76,58854.11,631699.52,49290,1,1129876060.36,0,9.59,1082.06,132.37,12.99,74.24,64.29,47.45,466.93,0.36,0.38,942535848.33,91761807.87,7.93,0,97.78,20.17,1,104,9.61,1,1,65.44,44.30,12.32,0,2.43,9.21,6.82,5.72,2.43,62.99,54.14,67.03,96,10,1008,462445,82.94,0,0
Russia,2021,Solar,13293.35,12095.54,3112060714.32,1485079143,109891350512716.20,76601.22,89625.34,85375.32,906537.01,56835,0,5764119109.00,0,35.17,1750.78,228.68,2.42,16.74,55.43,5.06,543.93,0.41,0.11,230740095.26,166674634.92,2.62,0,74.61,8.18,1,978,5.01,1,1,9.38,12.46,90.10,0,8.84,3.35,5.27,8.11,9.92,31.58,23.02,91.45,382,72,2059,39315,18.04,1,1
China,2011,Solar,73491.70,28434.40,5192166693.17,1376494998,70383454320430.09,840935.40,25135.44,48688.50,788318.30,507182,1,348587588.91,1,23.17,2397.70,244.69,3.82,15.21,81.72,64.80,993.66,0.94,0.26,305467618.60,325688931.61,3.06,1,32.67,6.57,0,930,9.61,1,0,28.26,55.48,9.94,0,7.46,8.82,8.29,7.23,1.40,63.90,20.99,34.97,921,40,409,96329,15.66,1,0
India,2014,Geothermal,7340.12,6594.61,6368507631.62,856461582,174277953228752.62,439470.58,96900.13,82409.95,123026.98,800345,1,3715811366.68,1,36.72,2921.93,235.34,13.05,81.40,10.74,11.89,292.39,0.29,0.48,698294153.90,181147543.89,6.46,0,90.79,3.68,0,309,7.92,0,0,97.46,97.52,7.73,1,4.58,5.39,3.12,2.22,8.09,56.58,49.09,66.94,101,58,3559,292054,38.67,1,0
Brazil,2009,Biomass,8333.68,16193.96,8471398785.04,468552917,190209127983964.25,238652.84,59145.76,72374.66,817993.64,388800,1,2460489017.58,0,4.96,338.56,190.16,9.75,70.00,71.85,41.45,384.65,0.48,0.28,966666803.03,586523914.78,6.62,0,67.29,29.36,0,195,3.39,0,0,57.57,12.74,32.14,0,4.40,3.31,8.83,0.13,1.33,72.98,69.41,61.01,568,42,5053,507125,48.82,0,1
India,2015,Biomass,48367.56,27624.65,3038662666.55,660687711,51182989779662.84,821808.53,39454.15,3461.88,503055.25,46392,0,2576662261.29,0,27.69,897.51,116.39,13.27,50.74,50.82,91.45,616.64,0.21,0.45,306513566.42,13297866.01,4.45,1,35.85,43.95,1,850,5.99,1,0,82.48,99.88,90.43,0,1.80,4.22,7.10,1.30,0.72,81.98,56.18,95.95,494,92,3028,403712,41.22,1,0
China,2018,Hydro,29858.28,33667.89,4328571855.92,405197426,83132951682225.30,234543.07,89998.88,10533.01,161781.99,671130,1,6756814167.77,1,-7.14,643.46,114.88,4.38,13.37,57.04,2.80,480.36,0.22,0.46,841395557.29,258851202.03,4.12,1,63.05,44.25,0,124,8.03,0,0,59.60,22.63,76.91,1,8.17,8.03,2.69,4.63,3.97,74.73,51.95,78.09,212,62,1180,669488,68.55,1,1
Russia,2004,Solar,40352.26,21032.79,8872817722.53,817408361,30413171967309.32,50829.19,91880.53,86874.09,472005.18,926251,1,4322542928.05,0,30.59,2749.76,164.38,6.82,40.24,29.23,60.27,587.50,0.75,0.07,311293787.37,87668680.70,2.58,0,94.55,57.24,1,364,8.12,1,1,6.49,98.38,71.71,1,0.00,7.32,6.22,0.84,3.20,56.53,66.49,53.43,326,62,8938,674520,37.57,1,1
Germany,2010,Solar,67219.00,2531.44,3375726885.93,548357345,9018170843144.36,882608.38,24384.56,49636.35,697694.33,392300,1,8040065799.61,0,21.37,2540.84,268.09,2.09,5.47,2.56,72.06,715.48,0.25,0.33,735069506.16,678350017.81,7.98,1,38.08,58.97,1,77,1.70,0,1,21.42,82.16,88.87,1,1.54,2.20,6.84,6.94,2.76,75.14,89.14,28.50,534,87,2857,694681,19.00,1,1
Japan,2020,Geothermal,5595.21,41658.01,4175307281.39,1473235382,155929064422481.94,33445.15,98215.18,89097.93,803653.90,830875,1,3180197471.81,0,39.34,971.93,258.88,7.99,42.07,32.84,39.30,992.76,0.56,0.44,291890819.49,660217706.19,4.98,0,62.36,28.03,1,870,3.75,1,1,56.55,35.22,19.78,1,1.48,5.14,5.35,8.36,6.94,50.51,75.74,76.62,750,13,202,419133,20.14,0,1
France,2018,Hydro,54977.65,11341.03,6256784693.53,425074040,146653723101510.75,304016.39,84599.44,62232.19,11825.96,286503,0,1985840202.15,1,-2.35,1390.27,156.47,5.45,49.51,3.37,89.52,903.71,0.47,0.38,660812470.62,271299191.87,5.40,1,9.70,17.78,1,675,5.63,0,1,54.10,26.13,20.57,1,3.18,0.84,6.91,4.19,0.10,21.92,85.04,21.28,915,32,8964,45231,86.41,1,1
Russia,2007,Biomass,66741.36,27534.79,4880843658.31,1245204464,32984457672167.53,849824.01,28130.95,89405.29,893649.13,984352,0,3536656460.09,0,18.44,592.90,103.88,1.25,41.46,18.33,37.88,874.03,0.49,0.27,566404627.82,492675720.56,9.74,1,65.45,35.73,1,818,8.12,1,0,73.05,17.75,62.38,0,6.87,8.52,2.79,5.64,2.81,23.58,54.92,14.41,754,5,3320,645420,69.90,0,1
Japan,2013,Biomass,24069.08,2860.17,9316941068.19,18405025,132080359516857.62,546932.69,67094.89,31703.66,380909.12,966384,1,7732673974.13,0,7.39,453.67,256.14,0.39,90.67,93.52,27.58,809.82,0.77,0.16,798473819.21,59300313.11,6.64,0,79.59,27.24,0,919,2.60,0,0,15.41,37.23,46.55,0,1.18,1.77,9.85,8.58,4.95,17.26,22.84,86.51,19,12,740,92253,84.26,1,0
Japan,2006,Geothermal,10145.86,34933.36,2346228161.53,99251675,151467870759562.81,901940.54,60260.77,5066.55,439895.31,315905,1,9894773630.52,1,5.16,1507.80,186.84,1.27,75.85,3.62,19.04,810.17,0.73,0.34,536812051.48,857482672.37,9.86,1,66.73,56.00,1,423,0.33,1,1,60.99,18.23,15.79,0,8.95,1.06,7.05,6.13,4.72,40.17,93.44,57.28,509,74,7881,791201,18.68,0,0
China,2017,Biomass,89468.86,16756.01,7872167569.73,200696785,105968162894349.16,143545.24,45303.89,44836.18,288516.24,834806,0,6037773579.66,1,-7.39,1115.70,195.03,0.96,60.53,62.45,59.64,908.14,0.36,0.13,973021735.10,360172663.07,3.49,1,23.16,88.27,1,624,0.77,1,1,18.06,69.16,95.79,1,5.06,9.04,9.47,8.17,8.94,62.34,41.46,66.62,708,4,9136,813379,3.89,0,1
Japan,2017,Biomass,17554.37,39097.15,9821253508.14,1142273787,40693361713360.98,860943.12,10550.37,8602.40,403353.24,950626,1,3327248070.20,1,29.11,202.56,198.63,10.29,59.85,91.94,91.06,626.05,0.23,0.46,843215436.28,486031645.26,1.09,1,72.51,8.54,1,46,2.95,0,0,43.61,46.11,96.47,0,6.37,7.19,9.59,2.81,9.50,41.84,68.70,32.24,56,26,9663,108089,41.28,1,1
Australia,2010,Wind,93905.69,46677.40,1537473885.69,694853010,124714128292393.52,880021.75,31329.02,89521.86,353619.55,987493,0,9929899659.79,0,35.01,1205.73,170.37,13.97,2.02,73.02,38.45,265.90,0.97,0.32,178740642.33,717440515.48,5.96,0,2.49,87.27,0,650,7.48,1,0,38.92,89.26,30.55,0,3.38,9.46,9.39,2.96,3.43,40.88,35.61,77.50,636,7,8364,454567,46.99,0,0
Russia,2021,Solar,78140.22,35785.20,4416186033.10,23159003,117243065506394.70,561190.79,23970.54,67668.15,327312.14,634047,0,9078119141.05,0,33.83,1266.29,221.03,11.00,65.90,20.31,39.61,555.74,0.55,0.45,922694392.46,943435343.60,9.20,0,82.57,62.83,0,444,2.49,1,1,15.06,93.10,31.04,0,9.87,8.03,8.70,3.08,5.21,63.59,78.59,70.25,380,46,3221,215627,15.38,0,1
France,2003,Geothermal,94880.27,30114.44,5844965795.43,176734656,12460723307763.52,142098.66,12595.13,61411.73,685852.13,800140,0,7968062423.75,1,22.26,1510.38,293.51,8.45,50.14,45.30,6.96,154.03,0.32,0.27,864746087.54,45137374.35,0.15,1,17.50,49.79,0,911,2.54,1,0,78.27,69.93,62.10,1,5.05,9.08,1.41,7.98,7.30,87.80,55.06,83.91,617,87,9208,501095,93.40,1,1
Canada,2008,Geothermal,82371.15,17700.60,5051336018.70,1118986961,135092842077230.88,965269.16,51679.74,58793.68,925530.98,615672,0,6118956594.82,0,30.95,2484.29,153.19,2.62,68.50,95.86,71.46,556.33,0.41,0.23,285777598.62,174754564.15,2.08,1,56.74,27.98,1,277,2.51,1,1,34.51,68.78,87.80,1,7.23,0.87,9.53,8.29,9.40,78.10,80.65,26.84,904,21,4177,677652,82.52,1,1
France,2003,Wind,57186.03,35288.05,4503133897.57,348807062,76007256728701.58,162908.41,59184.87,57699.05,180972.99,308901,1,4154096148.18,0,27.38,640.86,158.71,5.13,73.89,27.29,87.47,653.03,0.88,0.41,828994576.04,621937391.31,4.38,0,1.76,11.57,1,858,5.79,1,1,38.51,81.77,41.10,1,9.11,6.43,4.23,7.66,3.38,50.06,87.72,4.14,111,24,1037,810559,26.44,0,1
Japan,2008,Geothermal,84554.42,2567.27,266176246.66,1155407082,163614138834845.41,601139.80,85475.36,47392.13,453223.15,109166,0,1898475844.31,1,28.77,2863.53,149.76,10.90,67.92,46.13,27.17,250.41,0.72,0.13,849394887.88,480110100.60,8.68,1,69.15,30.32,1,509,6.41,1,0,70.79,12.54,56.26,0,5.48,4.98,7.28,3.64,7.23,69.61,53.33,5.14,683,37,3945,698526,22.54,0,0
China,2010,Hydro,43528.68,46502.38,8925348442.41,375850837,109992473011633.62,673597.30,46833.72,65771.07,111578.65,628108,0,6879628737.79,0,-1.23,2008.29,211.51,1.75,43.54,83.75,34.48,144.21,0.37,0.42,931476207.18,69645184.36,1.87,0,96.06,23.10,0,831,1.41,1,0,86.33,18.14,88.64,1,6.56,7.37,4.22,0.17,6.52,98.80,87.47,7.86,744,50,163,103955,6.14,0,1
China,2002,Wind,64481.04,5979.03,9279634349.63,480711029,4196601926858.60,9483.76,64570.87,58742.67,233829.02,531375,0,2178140286.16,1,-6.35,1192.44,121.46,2.29,22.74,51.90,4.87,300.55,0.76,0.07,587052618.93,255871120.51,9.34,1,78.43,69.10,1,132,3.13,0,0,93.47,5.06,28.07,0,8.15,7.14,6.62,3.24,1.36,86.04,58.70,13.37,855,68,8164,818190,96.53,0,0
France,2007,Solar,26548.60,47561.92,5931337501.35,805517886,65339427788406.10,188448.96,21496.35,77569.11,725959.08,624243,1,6974482507.82,0,31.95,2309.50,128.77,10.86,1.88,73.88,23.09,536.44,0.89,0.46,529008811.21,596928462.01,4.77,0,79.37,12.69,0,71,7.14,0,0,78.96,4.35,21.66,0,5.12,10.00,2.30,4.20,9.48,79.30,76.16,89.86,502,78,3560,760800,46.54,1,1
Australia,2001,Biomass,32851.80,18941.41,3611636118.99,1202436517,19078093507002.16,764824.51,22256.88,2571.43,301038.01,867533,1,2172746088.77,0,-2.47,2620.83,176.04,13.20,40.86,97.84,50.66,860.20,0.73,0.28,204373271.14,471176443.50,9.95,1,13.95,27.70,1,750,2.11,0,1,57.80,8.83,84.70,1,7.51,2.59,1.92,3.98,5.91,41.35,25.84,89.75,247,68,9001,239403,13.47,0,1
Australia,2013,Wind,38747.07,15916.37,8939517786.58,1449867663,139053931666820.72,77804.17,74897.56,32665.47,624804.91,103273,1,7429399869.44,0,8.71,616.04,240.80,3.62,39.72,41.44,1.03,174.22,0.82,0.23,214792237.04,172205192.11,3.00,0,18.77,83.72,0,537,4.09,0,0,24.96,36.51,8.46,0,8.28,0.36,9.29,9.00,8.41,55.95,60.56,70.56,614,18,9878,887088,60.99,0,0
Canada,2012,Hydro,35958.92,14410.75,6838575836.71,894886473,4387834783022.32,810436.88,93013.44,55792.05,372835.85,432663,0,7628767467.57,1,5.65,423.86,197.60,11.45,48.32,75.06,45.36,519.04,0.67,0.12,166761668.63,346373163.85,2.87,0,5.88,39.65,0,382,3.83,0,1,47.67,68.33,43.07,1,5.26,6.35,6.92,2.75,7.42,7.38,38.16,99.81,20,27,995,652829,91.46,0,1
France,2014,Solar,23475.58,26126.98,5969154830.02,935690863,152121111784260.47,455239.03,50328.27,33275.94,878263.38,399222,0,6816213996.76,1,38.90,162.01,215.93,6.83,51.29,87.58,10.84,345.50,0.22,0.49,995033360.16,439216288.89,5.57,1,21.21,43.28,0,171,0.67,0,0,4.83,59.45,1.63,1,8.78,2.01,9.94,7.52,1.47,41.23,81.29,34.65,337,61,6163,826386,43.16,0,1
France,2017,Biomass,74977.57,27813.65,9101547537.00,505001562,172326908197742.88,121701.12,46479.33,6738.32,381615.09,884274,0,116313266.31,1,17.45,1273.65,148.61,13.92,23.91,41.51,6.26,801.96,0.27,0.13,769308463.12,881064821.36,3.71,1,6.51,53.72,1,588,2.83,0,1,27.57,40.66,22.16,0,2.37,9.92,6.47,4.69,1.74,30.93,31.21,58.03,811,43,7209,784220,93.82,1,0
Australia,2011,Solar,70705.25,21791.97,425601447.33,419963109,83080907582890.02,645946.98,94508.74,49317.30,569571.73,181553,0,4533637894.27,1,4.96,2660.58,280.55,0.16,25.51,17.10,27.62,640.55,0.49,0.45,688795810.44,482751875.30,4.30,0,54.87,68.71,0,649,3.68,1,1,93.49,31.07,33.17,1,9.44,8.75,4.63,5.59,7.91,62.72,36.46,64.93,618,37,4155,200985,42.89,1,0
USA,2013,Biomass,27305.19,36412.96,8001734777.19,1158238568,92309729449093.44,827402.57,94375.22,70115.54,544351.62,800006,0,9211913782.24,0,2.25,1115.30,171.18,14.92,41.50,29.23,44.39,645.81,0.73,0.37,490492572.67,784231723.66,4.98,0,40.70,56.14,0,258,1.07,1,0,26.19,56.95,96.90,0,1.36,8.37,2.11,1.59,1.23,74.30,52.88,92.03,120,54,7922,175766,46.33,0,0
Germany,2020,Hydro,95262.08,28984.27,2989818487.26,1290054330,32037677337072.51,512397.15,57887.71,87467.26,366552.94,103083,0,5282360021.35,1,4.76,2241.32,247.06,11.05,46.24,81.35,70.32,63.38,0.32,0.34,919155951.19,250249030.33,7.44,0,96.48,65.28,0,39,8.09,1,0,45.86,87.80,44.57,1,8.63,0.43,1.41,4.81,4.31,16.21,14.15,70.91,924,19,3207,75533,47.33,0,1
China,2016,Solar,77498.35,19276.92,4398771894.52,481035680,118079674718306.86,468901.10,83242.22,67018.47,482540.56,200073,1,5548873685.01,1,8.33,2700.43,226.49,7.82,98.12,76.40,46.75,314.78,0.35,0.48,958671487.35,932307881.83,1.95,0,24.89,73.22,0,207,9.30,1,1,57.48,50.12,39.51,1,2.35,3.39,1.79,2.41,3.61,22.53,55.74,7.41,801,41,5160,341181,2.15,0,1
India,2018,Biomass,35770.88,27236.98,7096686668.69,268561593,4274553803874.49,458233.51,7192.89,62618.24,391721.23,251545,1,9160560653.27,1,-9.14,1441.71,160.96,8.40,0.64,82.75,78.41,411.95,0.78,0.31,90920701.08,480497276.72,4.81,0,56.21,97.63,1,813,2.46,1,1,60.96,51.90,84.66,0,6.11,3.66,1.70,8.20,3.33,78.26,28.66,21.27,36,98,1990,203305,81.61,1,0
Germany,2002,Solar,37832.46,13903.28,6634838646.03,1431257514,17506740939356.72,393841.05,41822.92,9161.18,366404.87,680661,0,320627949.94,0,20.90,2421.75,117.55,7.40,39.87,73.55,18.29,518.90,0.16,0.08,989049861.97,851433148.14,8.15,1,90.07,61.82,1,211,4.90,1,1,41.26,49.27,74.41,1,7.71,0.20,5.27,7.27,5.77,51.16,62.03,3.94,637,26,6815,979503,54.14,1,0
Russia,2016,Hydro,47588.98,16578.36,7112103622.96,227220777,118256444605470.69,748650.45,84311.54,82432.42,646436.56,295967,0,6871593394.82,0,11.22,2898.49,284.78,12.92,60.80,11.96,18.12,255.63,0.33,0.15,726486764.65,764115001.88,4.11,0,60.62,50.85,1,947,3.86,0,0,47.22,71.05,23.73,1,9.65,2.44,5.10,0.04,0.36,2.88,78.38,81.13,656,54,2580,188127,83.36,0,0
France,2019,Solar,13206.28,9431.56,7090542967.23,238997578,86793624410269.86,138146.45,71370.47,12547.58,735880.88,114584,1,1505477226.00,0,26.05,1585.52,221.79,14.90,19.18,5.40,89.49,414.79,0.89,0.43,522779396.37,262910193.12,8.59,1,92.20,65.15,1,612,8.27,0,0,85.29,70.26,46.64,1,4.14,9.96,6.09,3.64,3.58,53.46,93.39,75.45,257,1,7009,129418,37.99,0,1
Russia,2000,Geothermal,38155.21,4115.67,3606111395.90,1471269610,80759348966460.83,24477.44,57149.51,79105.94,604836.96,355064,1,8958061019.87,0,11.34,2796.84,129.55,14.57,66.26,4.78,23.73,472.41,0.90,0.21,552707832.77,883854000.81,6.48,0,81.11,64.53,0,608,6.18,0,0,8.19,3.99,90.13,1,6.23,4.95,3.07,4.98,6.57,83.50,7.65,36.09,164,84,7834,969172,78.20,1,0
India,2012,Wind,37964.82,7679.37,175723927.07,828846277,12116944297635.86,309277.05,12264.03,82952.06,842369.49,352104,1,3256511284.11,1,-6.76,1439.10,227.08,7.00,75.71,69.03,71.11,185.00,0.16,0.44,933606005.95,375377850.09,2.92,1,75.23,95.51,0,89,4.09,0,0,22.38,87.16,83.68,0,2.06,9.55,5.28,4.63,5.03,61.32,15.69,0.12,271,44,5861,139670,85.73,1,0
France,2002,Hydro,22622.52,2521.91,2710993969.03,67741194,186883807638466.88,125758.08,11102.17,81105.69,857210.25,191992,0,5315751170.09,0,27.59,682.26,286.30,8.16,62.47,98.76,10.80,838.06,0.70,0.20,819336345.07,354538961.16,4.12,0,27.46,80.22,0,479,7.99,0,1,44.44,30.93,54.46,0,0.05,3.26,7.77,7.64,0.17,84.96,41.09,80.63,32,41,9859,731864,69.64,1,0
Russia,2010,Hydro,6876.23,20866.36,2278725155.32,1477029090,136071167327181.86,654005.18,84241.88,51677.57,70199.46,756540,0,7540392866.09,0,35.91,467.77,258.99,9.25,41.45,18.07,37.04,740.81,0.17,0.23,3353870.03,567199864.11,5.96,1,62.37,7.15,0,882,7.47,1,1,95.79,81.75,49.04,1,5.15,6.05,6.36,2.19,7.01,42.16,36.59,17.00,631,89,8405,261275,63.84,0,1
Australia,2007,Wind,90743.91,30358.74,9432044962.67,167384136,170524339068974.12,591662.47,50692.70,55921.46,642948.92,285969,0,3874122951.44,1,-3.63,366.67,156.38,12.69,15.69,75.36,49.28,906.03,0.27,0.46,673948367.10,382446865.38,4.87,0,5.00,6.43,1,795,8.69,1,1,77.17,41.25,51.91,1,9.46,4.04,6.80,8.59,9.62,99.37,45.87,62.58,124,98,9903,402870,88.52,0,1
Australia,2011,Geothermal,73075.97,37413.69,7280416548.70,568960559,153499683630811.78,532387.19,35668.69,82127.81,424775.81,917214,1,3915073578.25,1,22.30,1655.48,167.92,9.28,61.26,2.56,46.42,359.98,0.14,0.11,296114236.15,332596635.82,1.48,0,7.18,59.77,1,774,2.10,0,0,71.22,89.64,37.64,0,1.61,6.78,2.40,7.36,3.75,6.09,1.90,25.42,563,18,2816,663105,66.43,0,1
India,2007,Solar,99473.16,22791.16,5233572554.50,1239201691,77625684201583.06,768919.07,20214.91,49791.95,907314.47,561908,0,335240690.21,1,-2.06,101.08,271.31,10.40,11.33,74.02,20.32,828.36,0.48,0.44,743469323.83,582978220.28,8.00,1,13.28,93.15,0,540,3.57,0,0,16.01,68.95,52.35,1,6.65,3.14,9.47,7.72,3.90,42.27,3.23,53.82,370,35,4677,484836,44.98,0,0
China,2012,Geothermal,60025.27,7874.77,360889299.03,385196070,27473504281910.57,92189.83,38249.51,27287.58,791294.13,192493,1,6445089880.36,1,-9.97,1404.46,181.68,7.07,21.66,37.82,10.32,298.10,0.36,0.43,413871019.21,134575240.24,9.83,1,92.87,13.76,0,483,8.37,1,1,58.61,6.64,97.41,1,0.94,6.27,2.03,0.98,1.76,16.76,72.10,92.83,909,7,5316,486397,74.27,1,1
Russia,2008,Hydro,99570.53,44380.19,5776786876.75,768089872,7500239720973.82,211478.84,10660.36,94358.05,656007.38,85337,1,8962138535.09,0,-3.19,519.86,124.53,7.91,75.03,78.86,3.74,76.34,0.63,0.25,741814864.07,209529465.62,8.80,1,75.34,73.81,1,884,8.01,0,0,17.23,63.73,61.60,0,1.34,1.85,2.95,9.17,5.63,32.74,31.14,63.31,856,93,3870,217427,25.76,0,1
Russia,2007,Biomass,76805.14,12379.62,5272461601.62,1456791137,27914374421255.24,62666.16,23567.32,48753.03,990889.58,843054,0,7752435339.89,0,-7.24,2135.03,282.75,9.53,74.71,88.75,49.78,72.66,0.83,0.30,808671617.97,396427050.86,5.80,0,90.10,5.30,0,960,8.22,0,1,68.59,11.02,34.42,1,4.95,1.42,0.67,3.10,5.50,58.08,91.26,51.35,219,86,2523,882514,91.18,1,1
Australia,2005,Hydro,50893.58,40247.83,8862358962.84,517712320,93470982977477.30,563279.15,23511.80,75211.40,421968.92,436563,0,1511894806.69,0,8.93,1160.39,267.61,3.67,11.86,15.15,51.58,840.43,0.18,0.42,445316020.81,146562024.62,7.44,1,14.30,76.11,1,943,1.26,0,0,83.67,7.42,55.21,1,3.49,4.67,9.06,0.61,7.81,53.40,52.19,75.27,285,41,5274,888120,70.79,0,1
Australia,2017,Geothermal,78743.06,46010.16,522297633.38,764934506,14236590952129.79,122900.80,52131.63,74717.30,352037.73,924600,0,1636928898.64,0,26.53,2005.66,126.55,1.67,48.33,44.13,47.97,444.81,0.51,0.49,442109012.43,466361619.13,3.78,1,30.55,37.20,1,431,8.00,0,1,91.61,80.55,50.82,1,3.06,6.03,3.56,0.93,6.05,38.14,74.59,74.94,506,51,3749,266445,51.97,0,1
USA,2009,Biomass,39437.69,31082.15,8682010436.89,1085124531,11415175212587.27,522921.58,91681.08,78137.11,31676.24,998044,0,4946306458.87,0,32.11,775.06,152.49,1.98,17.30,36.78,51.61,141.74,0.81,0.06,171032349.78,17817117.17,9.10,0,13.12,59.88,0,525,0.56,1,0,69.40,82.62,14.14,1,4.43,8.59,1.94,5.27,5.71,73.20,38.44,85.47,968,62,9650,299316,0.35,0,1
Canada,2021,Hydro,12688.31,41716.27,6704039185.06,963316197,153478434484575.22,512096.93,53325.25,46726.55,337273.68,249609,1,1841154049.74,0,-8.77,1000.69,254.14,4.16,3.61,12.77,28.28,543.08,0.34,0.27,858822441.71,989266461.34,7.43,0,62.06,14.50,0,714,2.81,0,0,37.88,11.56,62.90,0,3.25,5.91,9.40,1.96,3.06,0.14,25.10,27.76,674,71,7429,825244,16.18,1,0
Germany,2022,Hydro,37286.77,13801.44,6022672243.44,529008065,96245590387202.41,468029.23,77827.03,60350.60,62213.46,335098,0,2688376915.79,0,-2.41,2772.03,256.84,5.79,47.88,47.52,77.38,957.44,0.92,0.41,648059377.84,624250158.10,9.87,1,43.46,3.36,0,619,2.39,0,1,59.31,94.11,3.81,0,7.55,5.02,8.38,4.45,7.24,18.02,79.99,74.52,846,81,7827,24166,78.12,1,0
USA,2018,Solar,57579.42,22080.43,9638906047.96,897352065,147350459612955.88,868463.05,21633.71,84892.58,451016.83,574172,0,7245304646.84,0,35.29,1853.44,285.68,2.24,4.44,95.17,92.63,468.23,0.71,0.49,865844330.47,525505707.00,1.12,0,29.98,15.67,0,957,4.19,1,1,18.95,60.11,38.20,1,7.52,0.02,6.85,9.59,9.18,97.49,18.92,8.56,184,54,1615,26989,34.73,1,0
Russia,2020,Geothermal,23273.67,15932.44,3723978164.23,342252484,152789205506781.28,261298.77,86757.66,14495.43,931194.74,535892,0,3984062738.34,0,10.87,497.21,273.49,4.77,61.99,66.11,99.70,650.82,0.83,0.43,354002396.27,728192470.56,4.55,1,0.10,2.40,1,950,9.37,0,0,94.43,9.87,2.71,0,6.05,8.56,9.58,8.67,6.12,2.78,77.55,93.77,134,86,8130,481841,39.19,1,0
India,2016,Biomass,87453.70,31972.80,9642236670.74,1266683261,56290533319426.43,26204.84,46778.98,85239.46,559033.42,890281,1,1351698343.28,1,-7.37,123.86,165.58,13.95,18.49,18.59,73.28,189.16,0.01,0.26,73856310.04,969779297.44,3.12,1,64.96,8.77,0,666,4.35,1,0,4.77,68.84,23.43,1,3.71,1.41,4.33,1.37,9.03,86.81,48.79,78.83,973,99,3819,268068,86.40,0,1
India,2003,Solar,24648.11,31393.88,6386095093.78,472548986,145340304359092.19,237529.81,17562.36,76109.11,255403.79,881930,1,6627759564.74,1,2.25,248.55,126.35,5.01,36.57,6.30,52.72,165.92,0.86,0.44,332336183.64,343134152.49,2.97,1,62.78,87.94,1,175,2.30,1,0,39.01,62.11,35.09,1,4.25,7.31,2.77,7.79,6.91,67.71,41.36,67.41,177,83,26,851402,7.30,1,0
India,2008,Biomass,5647.44,46234.47,5886994.47,206191939,95458744967841.00,975684.19,55420.29,96029.44,747563.70,208667,0,3804746535.73,1,-6.04,2105.86,172.29,3.29,10.47,1.48,43.21,818.21,0.06,0.30,421808115.52,682497314.91,9.27,0,93.15,40.33,0,443,2.37,1,0,72.03,19.12,94.54,0,8.08,5.21,0.55,8.18,2.59,9.87,50.44,55.95,504,85,852,35426,41.54,0,1
Canada,2008,Geothermal,2817.39,47875.86,4803040527.52,588035548,132247757227237.56,153174.55,4053.28,94894.16,615162.24,586600,0,6251879906.14,0,-2.47,1056.32,122.74,6.10,20.91,44.73,33.63,537.31,0.03,0.36,804016983.37,751140235.94,6.68,1,3.57,27.68,0,763,6.07,0,1,44.60,16.17,55.83,1,1.03,0.75,2.89,9.74,4.13,85.42,31.01,51.05,573,8,5148,404984,74.40,1,1
Canada,2001,Solar,2224.50,766.15,5771749031.66,154680449,157111833815660.53,694382.90,40661.53,43688.03,154304.64,974515,1,328795441.15,1,3.76,1912.48,159.02,6.98,55.66,40.58,53.39,171.86,0.88,0.21,552069771.18,720162747.73,5.67,0,24.17,91.86,1,362,4.46,1,0,47.05,0.30,10.73,0,5.57,1.88,3.82,8.13,0.57,94.86,79.02,19.90,203,10,7564,71932,62.40,1,0
Brazil,2019,Solar,72549.65,8760.86,4826658288.70,1007758429,126361797852511.58,311075.94,4786.12,37505.06,89833.08,392656,0,7852819258.00,0,14.88,1331.20,168.39,0.44,71.98,50.53,13.13,385.46,0.46,0.44,261047901.19,920637872.63,1.75,1,19.33,45.97,1,538,8.96,1,1,82.53,67.89,69.49,0,3.37,9.90,2.50,5.95,8.04,18.43,59.20,8.28,142,14,1307,615448,30.16,1,0
